code,dataset,field,code_type,description,group,subgroup,flag
J65,hes_apc,diag,icd10,pneumoconiosis associated with tuberculosis,respiratory,other [respiratory],
J66,hes_apc,diag,icd10,airway disease due to specific organic dust,respiratory,other [respiratory],
J67,hes_apc,diag,icd10,hypersensitivity pneumonitis due to organic dust,respiratory,other [respiratory],
J68,hes_apc,diag,icd10,respiratory conditions due to inhalation of chemicals gases fumes and vapours,respiratory,other [respiratory],
J69,hes_apc,diag,icd10,pneumonitis due to solids and liquids,respiratory,other [respiratory],
J70,hes_apc,diag,icd10,respiratory conditions due to other external agents,respiratory,other [respiratory],
J80,hes_apc,diag,icd10,adult respiratory distress syndrome,respiratory,other [respiratory],
J81,hes_apc,diag,icd10,pulmonary oedema,respiratory,other [respiratory],
J82,hes_apc,diag,icd10,pulmonary eosinophilia not elsewhere classified,respiratory,other [respiratory],
J84,hes_apc,diag,icd10,other interstitial pulmonary diseases,respiratory,other [respiratory],
J85,hes_apc,diag,icd10,abscess of lung and mediastinum,respiratory,other [respiratory],
J86,hes_apc,diag,icd10,pyothorax,respiratory,other [respiratory],
J96.1,hes_apc,diag,icd10,chronic respiratory failure,respiratory,other [respiratory],
J98,hes_apc,diag,icd10,other respiratory disorders,respiratory,other [respiratory],
P27,hes_apc,diag,icd10,chronic respiratory disease originating in the perinatal period,respiratory,other [respiratory],
Y55.6,hes_apc,diag,icd10,antiasthmatics not elsewhere classified,respiratory,other [respiratory],
Z43.0,hes_apc,diag,icd10,attention to tracheostomy,respiratory,other [respiratory],
Z93.0,hes_apc,diag,icd10,tracheostomy status,respiratory,other [respiratory],
Z94.2,hes_apc,diag,icd10,lung transplant status,respiratory,other [respiratory],
E10,hes_apc,diag,icd10,type 1 diabetes mellitus,metabolic/endocrine/digestive/renal/genitourinary,diabetes,
E11,hes_apc,diag,icd10,type 2 diabetes mellitus,metabolic/endocrine/digestive/renal/genitourinary,diabetes,
E12,hes_apc,diag,icd10,malnutrition-related diabetes mellitus,metabolic/endocrine/digestive/renal/genitourinary,diabetes,
E13,hes_apc,diag,icd10,other specified diabetes mellitus,metabolic/endocrine/digestive/renal/genitourinary,diabetes,
E14,hes_apc,diag,icd10,unspecified diabetes mellitus,metabolic/endocrine/digestive/renal/genitourinary,diabetes,
G59.0,hes_apc,diag,icd10,diabetic mononeuropathy,metabolic/endocrine/digestive/renal/genitourinary,diabetes,
G63.2,hes_apc,diag,icd10,diabetic polyneuropathy,metabolic/endocrine/digestive/renal/genitourinary,diabetes,
I79.2,hes_apc,diag,icd10,peripheral angiopathy in diseases classified elsewhere,metabolic/endocrine/digestive/renal/genitourinary,diabetes,
M14.2,hes_apc,diag,icd10,diabetic arthropathy,metabolic/endocrine/digestive/renal/genitourinary,diabetes,
N08.3,hes_apc,diag,icd10,glomerular disorders in diabetes mellitus,metabolic/endocrine/digestive/renal/genitourinary,diabetes,
O24,hes_apc,diag,icd10,diabetes mellitus in pregnancy,metabolic/endocrine/digestive/renal/genitourinary,diabetes,
Y42.3,hes_apc,diag,icd10,insulin and oral hypoglycaemic [antidiabetic] drugs,metabolic/endocrine/digestive/renal/genitourinary,diabetes,
E00,hes_apc,diag,icd10,congenital iodine-deficiency syndrome,metabolic/endocrine/digestive/renal/genitourinary,other endocrine,
E03.0,hes_apc,diag,icd10,congenital hypothyroidism with diffuse goitre,metabolic/endocrine/digestive/renal/genitourinary,other endocrine,
E03.1,hes_apc,diag,icd10,congenital hypothyroidism without goitre,metabolic/endocrine/digestive/renal/genitourinary,other endocrine,
E07.1,hes_apc,diag,icd10,dyshormogenetic goitre,metabolic/endocrine/digestive/renal/genitourinary,other endocrine,
E22.0,hes_apc,diag,icd10,acromegaly and pituitary gigantism,metabolic/endocrine/digestive/renal/genitourinary,other endocrine,
E23.0,hes_apc,diag,icd10,hypopituitarism,metabolic/endocrine/digestive/renal/genitourinary,other endocrine,
E25,hes_apc,diag,icd10,adrenogenital disorders,metabolic/endocrine/digestive/renal/genitourinary,other endocrine,
E26.8,hes_apc,diag,icd10,other hyperaldosteronism,metabolic/endocrine/digestive/renal/genitourinary,other endocrine,
E29.1,hes_apc,diag,icd10,testicular hypofunction,metabolic/endocrine/digestive/renal/genitourinary,other endocrine,
E31,hes_apc,diag,icd10,polyglandular dysfunction,metabolic/endocrine/digestive/renal/genitourinary,other endocrine,
E34.1,hes_apc,diag,icd10,other hypersecretion of intestinal hormones,metabolic/endocrine/digestive/renal/genitourinary,other endocrine,
E34.2,hes_apc,diag,icd10,ectopic hormone secretion not elsewhere classified,metabolic/endocrine/digestive/renal/genitourinary,other endocrine,
E34.5,hes_apc,diag,icd10,androgen resistance syndrome,metabolic/endocrine/digestive/renal/genitourinary,other endocrine,
E34.8,hes_apc,diag,icd10,other specified endocrine disorders,metabolic/endocrine/digestive/renal/genitourinary,other endocrine,
G13.2,hes_apc,diag,icd10,systemic atrophy primarily affecting central nervous system in myxoedema,metabolic/endocrine/digestive/renal/genitourinary,other endocrine,
G73.5,hes_apc,diag,icd10,myopathy in endocrine diseases,metabolic/endocrine/digestive/renal/genitourinary,other endocrine,
Y42.1,hes_apc,diag,icd10,thyroid hormones and substitutes,metabolic/endocrine/digestive/renal/genitourinary,other endocrine,
D55,hes_apc,diag,icd10,anaemia due to enzyme disorders,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
E70,hes_apc,diag,icd10,disorders of aromatic amino-acid metabolism,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
E71,hes_apc,diag,icd10,disorders of branched-chain amino-acid metabolism and fatty-acid metabolism,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
E72,hes_apc,diag,icd10,other disorders of amino-acid metabolism,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
E74,hes_apc,diag,icd10,other disorders of carbohydrate metabolism,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
E75,hes_apc,diag,icd10,disorders of sphingolipid metabolism and other lipid storage disorders,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
E76,hes_apc,diag,icd10,disorders of glycosaminoglycan metabolism,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
E77,hes_apc,diag,icd10,disorders of glycoprotein metabolism,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
E78,hes_apc,diag,icd10,disorders of lipoprotein metabolism and other lipidaemias,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
E79.1,hes_apc,diag,icd10,lesch-nyhan syndrome,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
E79.8,hes_apc,diag,icd10,other disorders of purine and pyrimidine metabolism,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
E79.9,hes_apc,diag,icd10,disorder of purine and pyrimidine metabolism unspecified,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
E80.0,hes_apc,diag,icd10,hereditary erythropoietic porphyria,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
E80.1,hes_apc,diag,icd10,porphyria cutanea tarda,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
E80.2,hes_apc,diag,icd10,other porphyria,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
E80.3,hes_apc,diag,icd10,defects of catalase and peroxidase,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
E80.5,hes_apc,diag,icd10,crigler-najjar syndrome,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
E80.7,hes_apc,diag,icd10,disorder of bilirubin metabolism unspecified,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
E83,hes_apc,diag,icd10,disorders of mineral metabolism,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
E85,hes_apc,diag,icd10,amyloidosis,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
E88.0,hes_apc,diag,icd10,disorders of plasma-protein metabolism not elsewhere classified,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
E88.1,hes_apc,diag,icd10,lipodystrophy not elsewhere classified,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
E88.2,hes_apc,diag,icd10,lipomatosis not elsewhere classified,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
E88.8,hes_apc,diag,icd10,other specified metabolic disorders,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
E88.9,hes_apc,diag,icd10,metabolic disorder unspecified,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
G73.6,hes_apc,diag,icd10,myopathy in metabolic diseases,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
L99.0,hes_apc,diag,icd10,amyloidosis of skin,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
M14.4,hes_apc,diag,icd10,arthropathy in amyloidosis,metabolic/endocrine/digestive/renal/genitourinary,metabolic,los3
M14.3,hes_apc,diag,icd10,lipoid dermatoarthritis,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
N16.3,hes_apc,diag,icd10,renal tubulo-interstitial disorders in metabolic diseases,metabolic/endocrine/digestive/renal/genitourinary,metabolic,
K20,hes_apc,diag,icd10,oesophagitis,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K21.0,hes_apc,diag,icd10,gastro-oesophageal reflux disease with oesophagitis,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K22,hes_apc,diag,icd10,other diseases of oesophagus,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K23.8,hes_apc,diag,icd10,disorders of oesophagus in other diseases classified elsewhere,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K25,hes_apc,diag,icd10,gastric ulcer,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K26,hes_apc,diag,icd10,duodenal ulcer,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K27,hes_apc,diag,icd10,peptic ulcer site unspecified,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K28,hes_apc,diag,icd10,gastrojejunal ulcer,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K29.0,hes_apc,diag,icd10,acute haemorrhagic gastritis,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K29.1,hes_apc,diag,icd10,other acute gastritis,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K29.3,hes_apc,diag,icd10,chronic superficial gastritis,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K29.4,hes_apc,diag,icd10,chronic atrophic gastritis,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K29.5,hes_apc,diag,icd10,chronic gastritis unspecified,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K29.6,hes_apc,diag,icd10,other gastritis,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K29.7,hes_apc,diag,icd10,gastritis unspecified,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K29.8,hes_apc,diag,icd10,duodenitis,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K29.9,hes_apc,diag,icd10,gastroduodenitis unspecified,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K31,hes_apc,diag,icd10,other diseases of stomach and duodenum,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K50,hes_apc,diag,icd10,crohn disease [regional enteritis],metabolic/endocrine/digestive/renal/genitourinary,digestive,
K51,hes_apc,diag,icd10,ulcerative colitis,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K52,hes_apc,diag,icd10,other noninfective gastroenteritis and colitis,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K55,hes_apc,diag,icd10,vascular disorders of intestine,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K57,hes_apc,diag,icd10,diverticular disease of intestine,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K59.2,hes_apc,diag,icd10,neurogenic bowel not elsewhere classified,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K63.0,hes_apc,diag,icd10,abscess of intestine,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K63.1,hes_apc,diag,icd10,perforation of intestine (nontraumatic),metabolic/endocrine/digestive/renal/genitourinary,digestive,
K63.2,hes_apc,diag,icd10,fistula of intestine,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K63.3,hes_apc,diag,icd10,ulcer of intestine,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K66,hes_apc,diag,icd10,other disorders of peritoneum,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K72,hes_apc,diag,icd10,hepatic failure not elsewhere classified,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K73,hes_apc,diag,icd10,chronic hepatitis not elsewhere classified,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K74,hes_apc,diag,icd10,fibrosis and cirrhosis of liver,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K75,hes_apc,diag,icd10,other inflammatory liver diseases,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K76,hes_apc,diag,icd10,other diseases of liver,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K80,hes_apc,diag,icd10,cholelithiasis,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K81,hes_apc,diag,icd10,cholecystitis,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K82,hes_apc,diag,icd10,other diseases of gallbladder,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K83,hes_apc,diag,icd10,other diseases of biliary tract,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K85.0,hes_apc,diag,icd10,idiopathic acute pancreatitis,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K85.1,hes_apc,diag,icd10,biliary acute pancreatitis,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K85.8,hes_apc,diag,icd10,other acute pancreatitis,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K85.9,hes_apc,diag,icd10,acute pancreatitis unspecified,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K86.1,hes_apc,diag,icd10,other chronic pancreatitis,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K86.2,hes_apc,diag,icd10,cyst of pancreas,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K86.3,hes_apc,diag,icd10,pseudocyst of pancreas,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K86.8,hes_apc,diag,icd10,other specified diseases of pancreas,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K86.9,hes_apc,diag,icd10,disease of pancreas unspecified,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K87.0,hes_apc,diag,icd10,disorders of gallbladder and biliary tract in diseases classified elsewhere,metabolic/endocrine/digestive/renal/genitourinary,digestive,
K90,hes_apc,diag,icd10,intestinal malabsorption,metabolic/endocrine/digestive/renal/genitourinary,digestive,
M07.4,hes_apc,diag,icd10,arthropathy in crohn disease [regional enteritis],metabolic/endocrine/digestive/renal/genitourinary,digestive,
M07.5,hes_apc,diag,icd10,arthropathy in ulcerative colitis,metabolic/endocrine/digestive/renal/genitourinary,digestive,
M09.1,hes_apc,diag,icd10,juvenile arthritis in crohn disease [regional enteritis],metabolic/endocrine/digestive/renal/genitourinary,digestive,
M09.2,hes_apc,diag,icd10,juvenile arthritis in ulcerative colitis,metabolic/endocrine/digestive/renal/genitourinary,digestive,
T86.4,hes_apc,diag,icd10,liver transplant failure and rejection,metabolic/endocrine/digestive/renal/genitourinary,digestive,
Z43.2,hes_apc,diag,icd10,attention to ileostomy,metabolic/endocrine/digestive/renal/genitourinary,digestive,
Z43.3,hes_apc,diag,icd10,attention to colostomy,metabolic/endocrine/digestive/renal/genitourinary,digestive,
Z43.4,hes_apc,diag,icd10,attention to other artificial openings of digestive tract,metabolic/endocrine/digestive/renal/genitourinary,digestive,
Z46.5,hes_apc,diag,icd10,fitting and adjustment of ileostomy and other intestinal appliances,metabolic/endocrine/digestive/renal/genitourinary,digestive,
Z90.3,hes_apc,diag,icd10,acquired absence of part of stomach,metabolic/endocrine/digestive/renal/genitourinary,digestive,
Z90.4,hes_apc,diag,icd10,acquired absence of other parts of digestive tract,metabolic/endocrine/digestive/renal/genitourinary,digestive,
Z93.2,hes_apc,diag,icd10,ileostomy status,metabolic/endocrine/digestive/renal/genitourinary,digestive,
Z93.3,hes_apc,diag,icd10,colostomy status,metabolic/endocrine/digestive/renal/genitourinary,digestive,
Z93.4,hes_apc,diag,icd10,other artificial openings of gastrointestinal tract status,metabolic/endocrine/digestive/renal/genitourinary,digestive,
Z93.5,hes_apc,diag,icd10,cystostomy status,metabolic/endocrine/digestive/renal/genitourinary,digestive,
D63.8,hes_apc,diag,icd10,anaemia in other chronic diseases classified elsewhere,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
G63.8,hes_apc,diag,icd10,polyneuropathy in other diseases classified elsewhere,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
G99.8,hes_apc,diag,icd10,other specified disorders of nervous system in diseases classified elsewhere,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
I68.8,hes_apc,diag,icd10,other cerebrovascular disorders in diseases classified elsewhere,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
M90.8,hes_apc,diag,icd10,osteopathy in other diseases classified elsewhere,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N08.4,hes_apc,diag,icd10,glomerular disorders in other endocrine nutritional and metabolic diseases,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N00,hes_apc,diag,icd10,acute nephritic syndrome,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N01,hes_apc,diag,icd10,rapidly progressive nephritic syndrome,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N02,hes_apc,diag,icd10,recurrent and persistent haematuria,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N03,hes_apc,diag,icd10,chronic nephritic syndrome,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N04,hes_apc,diag,icd10,nephrotic syndrome,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N05,hes_apc,diag,icd10,unspecified nephritic syndrome,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N07,hes_apc,diag,icd10,hereditary nephropathy not elsewhere classified,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N11,hes_apc,diag,icd10,chronic tubulo-interstitial nephritis,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N12,hes_apc,diag,icd10,tubulo-interstitial nephritis not specified as acute or chronic,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N13,hes_apc,diag,icd10,obstructive and reflux uropathy,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N14,hes_apc,diag,icd10,drug- and heavy-metal-induced tubulo-interstitial and tubular conditions,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N15,hes_apc,diag,icd10,other renal tubulo-interstitial diseases,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N16.0,hes_apc,diag,icd10,renal tubulo-interstitial disorders in infectious and parasitic diseases classified elsewhere,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N16.2,hes_apc,diag,icd10,renal tubulo-interstitial disorders in blood diseases and disorders involving the immune mechanism,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N16.4,hes_apc,diag,icd10,renal tubulo-interstitial disorders in systemic connective tissue disorders,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N16.5,hes_apc,diag,icd10,renal tubulo-interstitial disorders in transplant rejection,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N16.8,hes_apc,diag,icd10,renal tubulo-interstitial disorders in other diseases classified elsewhere,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N18,hes_apc,diag,icd10,chronic kidney disease,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N19,hes_apc,diag,icd10,unspecified kidney failure,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N20,hes_apc,diag,icd10,calculus of kidney and ureter,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N21,hes_apc,diag,icd10,calculus of lower urinary tract,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N22,hes_apc,diag,icd10,calculus of urinary tract in diseases classified elsewhere,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N23,hes_apc,diag,icd10,unspecified renal colic,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N25,hes_apc,diag,icd10,disorders resulting from impaired renal tubular function,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N26,hes_apc,diag,icd10,unspecified contracted kidney,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N28,hes_apc,diag,icd10,other disorders of kidney and ureter not elsewhere classified,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N29,hes_apc,diag,icd10,other disorders of kidney and ureter in diseases classified elsewhere,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N31,hes_apc,diag,icd10,neuromuscular dysfunction of bladder not elsewhere classified,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N32,hes_apc,diag,icd10,other disorders of bladder,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N33.8,hes_apc,diag,icd10,bladder disorders in other diseases classified elsewhere,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N35,hes_apc,diag,icd10,urethral stricture,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N36,hes_apc,diag,icd10,other disorders of urethra,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N39.1,hes_apc,diag,icd10,persistent proteinuria unspecified,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N39.3,hes_apc,diag,icd10,stress incontinence,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N39.4,hes_apc,diag,icd10,other specified urinary incontinence,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N40,hes_apc,diag,icd10,hyperplasia of prostate,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N41,hes_apc,diag,icd10,inflammatory diseases of prostate,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N42,hes_apc,diag,icd10,other disorders of prostate,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N70,hes_apc,diag,icd10,salpingitis and oophoritis,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N71,hes_apc,diag,icd10,inflammatory disease of uterus except cervix,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N72,hes_apc,diag,icd10,inflammatory disease of cervix uteri,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N73,hes_apc,diag,icd10,other female pelvic inflammatory diseases,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N74,hes_apc,diag,icd10,female pelvic inflammatory disorders in diseases classified elsewhere,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N80,hes_apc,diag,icd10,endometriosis,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N81,hes_apc,diag,icd10,female genital prolapse,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N82,hes_apc,diag,icd10,fistulae involving female genital tract,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N85,hes_apc,diag,icd10,other noninflammatory disorders of uterus except cervix,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N86,hes_apc,diag,icd10,erosion and ectropion of cervix uteri,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N87,hes_apc,diag,icd10,dysplasia of cervix uteri,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
N88,hes_apc,diag,icd10,other noninflammatory disorders of cervix uteri,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
P96.0,hes_apc,diag,icd10,congenital renal failure,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
T82.4,hes_apc,diag,icd10,mechanical complication of vascular dialysis catheter,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
T83.1,hes_apc,diag,icd10,mechanical complication of other urinary devices and implants,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,los3
T83.2,hes_apc,diag,icd10,mechanical complication of graft of urinary organ,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
T83.4,hes_apc,diag,icd10,mechanical complication of other prosthetic devices implants and grafts in genital tract,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
T83.5,hes_apc,diag,icd10,infection and inflammatory reaction due to prosthetic device implant and graft in urinary system,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
T83.6,hes_apc,diag,icd10,infection and inflammatory reaction due to prosthetic device implant and graft in genital tract,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
T83.8,hes_apc,diag,icd10,other complications of genitourinary prosthetic devices implants and grafts,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
T83.9,hes_apc,diag,icd10,unspecified complication of genitourinary prosthetic device implant and graft,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
T85.5,hes_apc,diag,icd10,mechanical complication of gastrointestinal prosthetic devices implants and grafts,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
T86.1,hes_apc,diag,icd10,kidney transplant failure and rejection,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
Y60.2,hes_apc,diag,icd10,during kidney dialysis or other perfusion,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
Y61.2,hes_apc,diag,icd10,during kidney dialysis or other perfusion,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
Y62.2,hes_apc,diag,icd10,during kidney dialysis or other perfusion,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
Y84.1,hes_apc,diag,icd10,kidney dialysis,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
Z49,hes_apc,diag,icd10,care involving dialysis,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
Z93.6,hes_apc,diag,icd10,other artificial openings of urinary tract status,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
Z94.0,hes_apc,diag,icd10,kidney transplant status,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
Z99.2,hes_apc,diag,icd10,dependence on renal dialysis,metabolic/endocrine/digestive/renal/genitourinary,renal/gu,
Q38.0,hes_apc,diag,icd10,congenital malformations of lips not elsewhere classified,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q38.3,hes_apc,diag,icd10,other congenital malformations of tongue,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q38.4,hes_apc,diag,icd10,congenital malformations of salivary glands and ducts,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q38.6,hes_apc,diag,icd10,other congenital malformations of mouth,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q38.7,hes_apc,diag,icd10,pharyngeal pouch,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q38.8,hes_apc,diag,icd10,other congenital malformations of pharynx,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q39,hes_apc,diag,icd10,congenital malformations of oesophagus,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q40.2,hes_apc,diag,icd10,other specified congenital malformations of stomach,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q40.3,hes_apc,diag,icd10,congenital malformation of stomach unspecified,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q40.8,hes_apc,diag,icd10,other specified congenital malformations of upper alimentary tract,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q40.9,hes_apc,diag,icd10,congenital malformation of upper alimentary tract unspecified,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q41,hes_apc,diag,icd10,congenital absence atresia and stenosis of small intestine,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q42,hes_apc,diag,icd10,congenital absence atresia and stenosis of large intestine,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
